70,304,222,true,3.25,1,5
2185,168,5831,true,118.54545454545455,246,5
5,5,5,true,5.0,1,5
2682,90,2309,true,116.6,65,5
2257,134,2104,true,202.0,15,5
417,83,411,true,36.5,1,5
82,124,246,true,9.5,1,5
7,33,7,false,0.0,1,5
1108,88,1051,true,85.0,4,5
12402,413,10974,true,181.0909090909091,126,5
7367,402,6633,true,140.25,151,5
61,116,155,true,15.0,1,5
2625,161,6407,true,172.375,164,5
1029,375,2784,true,12.63265306122449,196,5
1602,383,3689,true,14.842105263157896,243,5
16,91,59,true,2.6,1,5
133,342,337,true,9.0,1,5
10341,184,7089,true,552.0,148,5
8320,180,5747,true,381.75,101,5
8375,413,7525,true,111.28571428571429,200,5
