ordenes,pasillos,usados,obj,tiempo,it
1029,375,29,16.413793103448278,183,4
1602,383,103,16.932038834951456,301,5
1029,375,29,16.85,302,6
1602,383,103,16.893203883495147,185,5
1029,375,20,16.85,362,7
1602,383,103,16.95145631067961,241,4
