70,304,222,false,0.0,1,5
2185,168,5831,false,0.0,8,5
5,5,5,true,5.0,1,2
2682,90,2309,false,0.0,4,5
2257,134,2104,true,187.0,3,5
417,83,411,false,0.0,1,5
82,124,246,true,8.2,1,5
7,33,7,false,0.0,1,2
1108,88,1051,false,0.0,1,5
12402,413,10974,false,0.0,77,5
7367,402,6633,false,0.0,29,5
61,116,155,true,15.0,1,5
2625,161,6407,false,0.0,12,5
1029,375,2784,false,0.0,2,5
1602,383,3689,false,0.0,4,5
16,91,59,true,0.2087912087912088,1,4
133,342,337,false,0.0,1,5
10341,184,7089,true,624.0,41,5
8320,180,5747,true,330.4,34,5
8375,413,7525,false,0.0,40,5
