70,304,222,true,0.24671052631578946,1,0
2185,168,5831,true,8.154761904761905,2,0
5,5,5,true,1.0,1,0
2682,90,2309,true,9.633333333333333,1,0
2257,134,2104,true,1.7835820895522387,1,0
417,83,411,true,0.6506024096385542,1,0
82,124,246,true,0.28225806451612906,1,0
7,33,7,false,0.0,1,0
1108,88,1051,true,1.6931818181818181,1,0
12402,413,10974,true,8.520581113801454,16,0
7367,402,6633,true,0.9950248756218906,5,0
61,116,155,true,0.3620689655172414,1,0
2625,161,6407,true,9.055900621118013,3,0
1029,375,2784,true,0.9173333333333333,1,0
1602,383,3689,true,1.5221932114882506,1,0
16,91,59,true,0.2087912087912088,1,0
133,342,337,true,0.1286549707602339,1,0
10341,184,7089,true,2.4565217391304346,8,0
8320,180,5747,true,7.927777777777778,5,0
8375,413,7525,true,3.9782082324455206,6,0
