70,304,222,false,0.0,1,5
2185,168,5831,false,0.0,28,9
5,5,5,true,5.0,1,2
2682,90,2309,false,0.0,7,10
2257,134,2104,true,202.0,7,10
417,83,411,false,0.0,1,6
82,124,246,true,8.2,1,5
7,33,7,false,0.0,1,2
1108,88,1051,false,0.0,2,9
12402,413,10974,false,0.0,216,12
7367,402,6633,true,148.0,87,12
61,116,155,true,15.0,1,5
2625,161,6407,true,171.25,164,10
1029,375,2784,false,0.0,4,9
1602,383,3689,false,0.0,7,9
16,91,59,true,0.2087912087912088,1,4
133,342,337,true,8.75,1,6
10341,184,7089,true,636.0,129,12
8320,180,5747,true,386.5,107,12
8375,413,7525,false,0.0,97,12
