it,obj,tiempo
0,3.5822454308093996,0
1,4.606860158311291,0
2,12.041379310344826,1
3,12.382978723404245,0
4,12.56115107913671,1
5,12.93333333333337,0
6,13.029850746268638,1
7,13.415384615384585,0
8,13.534883720930269,1
9,13.863999999999981,0
10,15.360360360360321,4
11,15.603603603603583,1
12,15.79816513761464,8
13,16.018348623853196,1
14,16.433962264150964,38
15,16.53333333333332,2
16,17.0294117647059,270
17,17.040000000000028,6
18,17.040000000000013,260
